Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,STL.1,BLK.1,Rookie_Year,Fetch_Date
51,E.J. Liddell,"Oct 28, '23, NOP vs. NYK",23,3,30,125,17,38,7,26,6,7,6,25,4,4,3,4,17,47,0.447,0.269,0.857,4.2,1.6,0.8,0.1,0.1,0.1,2024,2026-02-05
52,Dereck Lively II,"Oct 25, '23, DAL @ SAS",19,3,98,2242,366,505,0,2,95,164,253,685,158,60,144,101,265,827,0.725,0.0,0.579,22.9,8.4,7.0,1.6,0.6,1.5,2024,2026-02-05
53,Chris Livingston,"Nov 1, '23, MIL @ TOR",20,3,45,213,24,56,1,16,16,21,13,59,11,8,0,11,27,65,0.429,0.063,0.762,4.7,1.4,1.3,0.2,0.2,0.0,2024,2026-02-05
54,Seth Lundy,"Dec 15, '23, ATL @ TOR",23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,0.235,0.231,0.75,5.8,1.6,0.8,0.0,0.0,0.0,2024,2026-02-05
55,Nathan Mensah,"Dec 15, '23, CHO vs. NOP",25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,0.429,,0.75,12.3,1.3,2.6,0.4,0.2,0.6,2024,2026-02-05
56,Vasilije MiciÄ,"Oct 27, '23, OKC @ CLE",30,2,101,1961,254,643,88,279,95,116,34,177,390,46,7,176,113,691,0.395,0.315,0.819,19.4,6.8,1.8,3.9,0.5,0.1,2024,2026-02-05
57,Brandon Miller,"Oct 25, '23, CHO vs. ATL",21,3,135,4336,917,2138,388,1059,327,384,122,605,388,128,91,294,348,2549,0.429,0.366,0.852,32.1,18.9,4.5,2.9,0.9,0.7,2024,2026-02-05
58,Jordan Miller,"Oct 25, '23, LAC vs. POR",24,3,73,989,156,314,31,98,90,113,51,154,77,38,10,57,55,433,0.497,0.316,0.796,13.5,5.9,2.1,1.1,0.5,0.1,2024,2026-02-05
59,Leonard Miller,"Oct 28, '23, MIN vs. MIA",20,3,49,179,37,68,3,22,16,21,15,56,13,8,2,12,19,93,0.544,0.136,0.762,3.7,1.9,1.1,0.3,0.2,0.0,2024,2026-02-05
60,Dariq Whitehead,"Nov 25, '23, BRK vs. MIA",19,2,22,270,40,101,33,77,4,7,4,33,15,6,2,15,22,117,0.396,0.429,0.571,12.3,5.3,1.5,0.7,0.3,0.1,2024,2026-02-05
61,Taze Moore,"Jan 21, '24, POR @ LAL",25,2,6,60,10,29,2,11,2,4,8,16,6,4,0,5,4,24,0.345,0.182,0.5,10.0,4.0,2.7,1.0,0.7,0.0,2024,2026-02-05
62,Kris Murray,"Oct 25, '23, POR @ LAC",23,3,165,3262,340,820,96,381,94,155,222,542,190,128,52,129,226,870,0.415,0.252,0.606,19.8,5.3,3.3,1.2,0.8,0.3,2024,2026-02-05
63,Pete Nance,"Jan 20, '24, CLE @ ATL",23,3,39,337,47,93,24,54,1,4,14,60,18,9,5,12,31,119,0.505,0.444,0.25,8.6,3.1,1.5,0.5,0.2,0.1,2024,2026-02-05
64,Markquis Nowell,"Nov 15, '23, TOR vs. MIL",24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,0.0,,1.0,4.0,2.0,2.0,2.0,1.0,0.0,2024,2026-02-05
65,MÃ£ozinha Pereira,"Mar 20, '24, MEM @ GSW",23,1,7,122,18,35,5,13,7,10,11,37,2,6,4,5,10,48,0.514,0.385,0.7,17.4,6.9,5.3,0.3,0.9,0.6,2024,2026-02-05
66,Drew Peterson,"Dec 23, '23, BOS @ LAC",24,3,34,273,23,63,16,50,8,11,12,50,16,10,3,9,22,70,0.365,0.32,0.727,8.0,2.1,1.5,0.5,0.3,0.1,2024,2026-02-05
67,Filip PetruÅ¡ev,"Oct 29, '23, PHI vs. POR",23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,0.5,,0.5,3.3,1.0,0.3,0.0,0.0,0.0,2024,2026-02-05
68,Julian Phillips,"Oct 25, '23, CHI vs. OKC",20,3,154,1780,197,452,78,240,82,106,101,249,59,62,33,44,181,554,0.436,0.325,0.774,11.6,3.6,1.6,0.4,0.4,0.2,2024,2026-02-05
69,Jalen Pickett,"Oct 24, '23, DEN vs. LAL",24,3,112,1448,171,402,87,227,19,23,34,186,227,36,9,61,87,448,0.425,0.383,0.826,12.9,4.0,1.7,2.0,0.3,0.1,2024,2026-02-05
70,Brandin Podziemski,"Oct 30, '23, GSW @ NOP",20,3,189,5049,767,1703,292,769,218,300,218,986,675,188,37,241,314,2044,0.45,0.38,0.727,26.7,10.8,5.2,3.6,1.0,0.2,2024,2026-02-05
71,Craig Porter Jr.,"Oct 28, '23, CLE vs. IND",23,3,147,1964,276,558,58,147,80,117,102,334,334,83,59,123,117,690,0.495,0.395,0.684,13.4,4.7,2.3,2.3,0.6,0.4,2024,2026-02-05
72,Olivier-Maxence Prosper,"Nov 3, '23, DAL @ DEN",21,3,117,1220,152,364,37,129,106,149,89,267,79,39,14,39,67,447,0.418,0.287,0.711,10.4,3.8,2.3,0.7,0.3,0.1,2024,2026-02-05
73,Duop Reath,"Nov 12, '23, POR @ LAL",27,3,146,1941,333,739,145,406,94,121,147,380,103,50,60,75,230,905,0.451,0.357,0.777,13.3,6.2,2.6,0.7,0.3,0.4,2024,2026-02-05
74,Rayan Rupert,"Oct 25, '23, POR @ LAC",19,3,134,1616,158,435,61,200,51,69,72,241,118,55,9,83,145,428,0.363,0.305,0.739,12.1,3.2,1.8,0.9,0.4,0.1,2024,2026-02-05
75,Jermaine Samuels,"Oct 25, '23, HOU @ ORL",25,1,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,0.643,0.0,1.0,4.3,1.4,0.9,0.2,0.1,0.1,2024,2026-02-05
76,Adama Sanogo,"Dec 28, '23, CHI vs. IND",21,2,13,87,18,34,0,0,8,12,24,42,1,1,0,6,6,44,0.529,,0.667,6.7,3.4,3.2,0.1,0.1,0.0,2024,2026-02-05
77,Gui Santos,"Nov 16, '23, GSW vs. OKC",21,3,119,1477,182,375,76,214,63,87,120,325,141,52,25,81,169,503,0.485,0.355,0.724,12.4,4.2,2.7,1.2,0.4,0.2,2024,2026-02-05
78,Marcus Sasser,"Oct 25, '23, DET @ MIA",23,3,142,2302,384,868,164,431,111,128,30,207,396,91,18,152,188,1043,0.442,0.381,0.867,16.2,7.3,1.5,2.8,0.6,0.1,2024,2026-02-05
79,Brice Sensabaugh,"Oct 25, '23, UTA vs. SAC",20,3,151,3043,564,1267,274,732,193,219,94,451,240,93,19,212,240,1595,0.445,0.374,0.881,20.2,10.6,3.0,1.6,0.6,0.1,2024,2026-02-05
80,Ben Sheppard,"Oct 25, '23, IND vs. WAS",22,3,160,2903,297,742,163,496,74,88,84,389,207,92,20,59,282,831,0.4,0.329,0.841,18.1,5.2,2.4,1.3,0.6,0.1,2024,2026-02-05
81,Dmytro Skapintsev,"Dec 23, '23, NYK vs. MIL",25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2024,2026-02-05
82,Jalen Slawson,"Nov 15, '23, SAC @ LAL",24,1,12,37,4,6,0,2,0,0,1,7,2,1,1,2,8,8,0.667,0.0,,3.1,0.7,0.6,0.2,0.1,0.1,2024,2026-02-05
83,Nick Smith Jr.,"Oct 25, '23, CHO vs. ATL",19,3,135,2399,388,982,194,520,63,72,33,218,231,35,15,139,158,1033,0.395,0.373,0.875,17.8,7.7,1.6,1.7,0.3,0.1,2024,2026-02-05
84,Terquavion Smith,"Jan 19, '24, PHI @ ORL",21,1,16,84,18,46,13,35,3,5,0,4,12,8,0,7,8,52,0.391,0.371,0.6,5.3,3.3,0.3,0.8,0.5,0.0,2024,2026-02-05
85,Pat Spencer,"Feb 25, '24, GSW vs. DEN",27,3,80,762,114,276,27,79,34,43,42,122,154,35,5,55,56,289,0.413,0.342,0.791,9.5,3.6,1.5,1.9,0.4,0.1,2024,2026-02-05
86,Julian Strawther,"Oct 27, '23, DEN @ MEM",21,3,143,2266,338,819,148,455,132,166,27,254,158,66,25,92,232,956,0.413,0.325,0.795,15.8,6.7,1.8,1.1,0.5,0.2,2024,2026-02-05
87,Amen Thompson,"Oct 25, '23, HOU @ ORL",21,3,179,5411,963,1809,49,232,457,632,480,1346,692,245,157,346,414,2432,0.532,0.211,0.723,30.2,13.6,7.5,3.9,1.4,0.9,2024,2026-02-05
88,Ausar Thompson,"Oct 25, '23, DET @ MIA",21,3,167,4065,673,1321,38,182,242,400,336,974,376,249,134,229,467,1626,0.509,0.209,0.605,24.3,9.7,5.8,2.3,1.5,0.8,2024,2026-02-05
89,Jacob Toppin,"Dec 5, '23, NYK @ MIL",23,3,31,131,18,37,6,14,2,2,6,23,10,2,2,4,7,44,0.486,0.429,1.0,4.2,1.4,0.7,0.3,0.1,0.1,2024,2026-02-05
90,Oscar Tshiebwe,"Dec 9, '23, IND @ LAL",24,3,23,312,53,94,0,0,29,40,56,144,12,16,2,10,29,135,0.564,,0.725,13.6,5.9,6.3,0.5,0.7,0.1,2024,2026-02-05
91,Hunter Tyson,"Oct 29, '23, DEN @ OKC",23,3,90,610,67,192,34,121,32,41,30,123,39,13,7,21,67,200,0.349,0.281,0.78,6.8,2.2,1.4,0.4,0.1,0.1,2024,2026-02-05
92,Sasha Vezenkov,"Oct 25, '23, SAC @ UTA",28,1,42,511,84,191,45,120,12,15,30,96,19,20,7,12,42,225,0.44,0.375,0.8,12.2,5.4,2.3,0.5,0.5,0.2,2024,2026-02-05
93,Tristan Vukcevic,"Mar 23, '24, WAS vs. TOR",20,3,75,1008,219,463,60,198,124,161,49,237,81,24,50,82,122,622,0.473,0.303,0.77,13.4,8.3,3.2,1.1,0.3,0.7,2024,2026-02-05
94,Jarace Walker,"Oct 25, '23, IND vs. WAS",20,3,159,2734,391,912,178,462,138,186,60,513,251,108,53,176,228,1098,0.429,0.385,0.742,17.2,6.9,3.2,1.6,0.7,0.3,2024,2026-02-05
95,Cason Wallace,"Oct 25, '23, OKC @ CHI",20,3,198,4832,587,1260,241,630,87,112,162,561,391,296,83,145,370,1502,0.466,0.383,0.777,24.4,7.6,2.8,2.0,1.5,0.4,2024,2026-02-05
96,Jordan Walsh,"Jan 17, '24, BOS vs. SAS",19,3,106,1315,130,278,48,144,40,56,91,281,62,53,33,43,142,348,0.468,0.333,0.714,12.4,3.3,2.7,0.6,0.5,0.3,2024,2026-02-05
97,Victor Wembanyama,"Oct 25, '23, SAS vs. DAL",20,3,152,4645,1248,2616,330,966,655,804,311,1647,537,173,525,504,356,3481,0.477,0.342,0.815,30.6,22.9,10.8,3.5,1.1,3.5,2024,2026-02-05
98,Cam Whitmore,"Oct 25, '23, HOU @ ORL",19,3,119,2061,468,1039,160,459,153,215,99,389,97,76,38,110,133,1249,0.45,0.349,0.712,17.3,10.5,3.3,0.8,0.6,0.3,2024,2026-02-05
99,Malik Williams,"Apr 3, '24, TOR @ MIN",25,1,7,107,9,34,1,5,0,2,15,38,2,3,4,3,15,19,0.265,0.2,0.0,15.3,2.7,5.4,0.3,0.4,0.6,2024,2026-02-05
100,Jalen Wilson,"Nov 1, '23, BRK @ MIA",23,3,155,3172,379,949,180,530,206,255,127,450,211,62,11,114,254,1144,0.399,0.34,0.808,20.5,7.4,2.9,1.4,0.4,0.1,2024,2026-02-05
101,Isaiah Wong,"Dec 9, '23, IND @ LAL",23,2,21,269,42,108,13,34,25,34,14,32,28,11,0,18,21,122,0.389,0.382,0.735,12.8,5.8,1.5,1.3,0.5,0.0,2024,2026-02-05
1,Trey Alexander,"Oct 24, '24, DEN vs. OKC",21,2,29,159,19,50,5,20,3,4,1,16,16,3,2,6,14,46,0.38,0.25,0.75,5.5,1.6,0.6,0.6,0.1,0.1,2025,2026-02-05
2,Marcus Bagley,"Mar 24, '25, PHI @ NOP",23,1,10,253,27,69,5,32,8,10,23,70,10,9,12,7,16,67,0.391,0.156,0.8,25.3,6.7,7.0,1.0,0.9,1.2,2025,2026-02-05
3,Jamison Battle,"Oct 23, '24, TOR vs. CLE",23,2,95,1347,194,431,127,308,22,27,48,210,67,22,12,41,120,537,0.45,0.412,0.815,14.2,5.7,2.2,0.7,0.2,0.1,2025,2026-02-05
4,Damion Baugh,"Feb 12, '25, CHO @ ORL",24,1,15,370,42,130,12,56,13,15,14,50,56,15,2,31,22,109,0.323,0.214,0.867,24.7,7.3,3.3,3.7,1.0,0.1,2025,2026-02-05
5,Reece Beekman,"Oct 29, '24, GSW vs. NOP",23,1,36,469,35,107,7,40,16,21,13,39,63,33,2,21,36,93,0.327,0.175,0.762,13.0,2.6,1.1,1.8,0.9,0.1,2025,2026-02-05
6,Adem Bona,"Oct 23, '24, PHI vs. MIL",21,2,99,1574,197,299,2,6,110,166,165,409,37,40,125,91,210,506,0.659,0.333,0.663,15.9,5.1,4.1,0.4,0.4,1.3,2025,2026-02-05
7,Jalen Bridges,"Nov 13, '24, PHO @ SAC",23,1,8,30,2,7,2,7,3,4,0,4,0,0,0,4,0,9,0.286,0.286,0.75,3.8,1.1,0.5,0.0,0.0,0.0,2025,2026-02-05
8,Keion Brooks Jr.,"Feb 5, '25, NOP @ DEN",24,1,14,332,53,109,14,43,22,30,12,58,13,10,10,12,30,142,0.486,0.326,0.733,23.7,10.1,4.1,0.9,0.7,0.7,2025,2026-02-05
9,Matas Buzelis,"Oct 23, '24, CHI @ NOP",20,2,131,2948,526,1134,197,542,201,254,111,548,182,62,149,166,254,1450,0.464,0.363,0.791,22.5,11.1,4.2,1.4,0.5,1.1,2025,2026-02-05
10,Branden Carlson,"Nov 25, '24, OKC @ SAC",25,2,65,603,110,225,42,124,23,35,35,135,33,11,37,19,51,285,0.489,0.339,0.657,9.3,4.4,2.1,0.5,0.2,0.6,2025,2026-02-05
11,Bub Carrington,"Oct 24, '24, WAS vs. BOS",19,2,131,3847,469,1171,243,666,120,153,55,521,589,85,32,258,301,1301,0.401,0.365,0.784,29.4,9.9,4.0,4.5,0.6,0.2,2025,2026-02-05
12,Devin Carter,"Jan 3, '25, SAC vs. MEM",22,2,51,531,63,174,24,83,37,55,26,98,58,29,6,29,52,187,0.362,0.289,0.673,10.4,3.7,1.9,1.1,0.6,0.1,2025,2026-02-05
13,Stephon Castle,"Oct 24, '24, SAS @ DAL",20,2,120,3376,639,1467,137,481,421,583,135,492,606,123,33,311,298,1836,0.436,0.285,0.722,28.1,15.3,4.1,5.1,1.0,0.3,2025,2026-02-05
14,Ulrich Chomche,"Oct 23, '24, TOR vs. CLE",19,1,7,32,2,5,0,0,1,2,4,8,2,0,1,2,5,5,0.4,,0.5,4.6,0.7,1.1,0.3,0.0,0.1,2025,2026-02-05
15,Cam Christie,"Dec 4, '24, LAC vs. MIN",19,2,47,401,47,122,13,52,32,44,15,69,27,13,3,17,20,139,0.385,0.25,0.727,8.5,3.0,1.5,0.6,0.3,0.1,2025,2026-02-05
16,Jaylen Clark,"Jan 9, '25, MIN @ ORL",23,2,88,1196,123,278,40,117,65,91,68,145,56,71,10,24,132,351,0.442,0.342,0.714,13.6,4.0,1.6,0.6,0.8,0.1,2025,2026-02-05
17,Donovan Clingan,"Oct 23, '24, POR vs. GSW",20,2,114,2609,382,723,58,190,139,219,433,1054,170,56,174,121,298,961,0.528,0.305,0.635,22.9,8.4,9.2,1.5,0.5,1.5,2025,2026-02-05
18,Isaiah Collier,"Nov 7, '24, UTA @ MIL",20,2,114,2887,387,858,61,234,194,285,50,345,749,103,30,309,247,1029,0.451,0.261,0.681,25.3,9.0,3.0,6.6,0.9,0.3,2025,2026-02-05
19,Yuri Collins,"Feb 23, '25, GSW vs. DAL",23,1,2,16,1,3,0,0,0,0,2,3,4,2,0,0,5,2,0.333,,,8.0,1.0,1.5,2.0,1.0,0.0,2025,2026-02-05
20,Isaiah Crawford,"Dec 8, '24, SAC vs. UTA",23,2,18,53,5,12,1,6,2,4,1,8,1,1,2,1,2,13,0.417,0.167,0.5,2.9,0.7,0.4,0.1,0.1,0.1,2025,2026-02-05
21,Cui Yongxi,"Oct 27, '24, BRK vs. MIL",21,1,5,10,1,7,0,3,1,2,0,2,0,0,0,0,0,3,0.143,0.0,0.5,2.0,0.6,0.4,0.0,0.0,0.0,2025,2026-02-05
22,Tristan Da Silva,"Oct 23, '24, ORL @ MIA",23,2,118,2627,347,826,145,414,87,101,103,392,167,71,28,95,150,926,0.42,0.35,0.861,22.3,7.8,3.3,1.4,0.6,0.2,2025,2026-02-05
23,Pacome Dadiet,"Oct 22, '24, NYK @ BOS",19,2,36,168,12,40,6,24,8,10,4,29,13,5,2,4,10,38,0.3,0.25,0.8,4.7,1.1,0.8,0.4,0.1,0.1,2025,2026-02-05
24,N'Faly Dante,"Mar 3, '25, HOU @ OKC",23,2,8,66,11,17,0,0,5,6,9,28,2,3,5,3,10,27,0.647,,0.833,8.3,3.4,3.5,0.3,0.4,0.6,2025,2026-02-05
25,RayJ Dennis,"Jan 10, '25, IND vs. GSW",23,2,26,247,33,106,18,60,10,11,10,35,44,11,6,20,24,94,0.311,0.3,0.909,9.5,3.6,1.3,1.7,0.4,0.2,2025,2026-02-05
26,Rob Dillingham,"Nov 2, '24, MIN @ SAS",20,2,84,842,140,352,37,107,23,35,17,91,156,39,4,89,73,340,0.398,0.346,0.657,10.0,4.0,1.1,1.9,0.5,0.0,2025,2026-02-05
27,Alex Ducas,"Oct 24, '24, OKC @ DEN",24,1,21,125,12,30,10,21,2,2,9,26,5,5,0,4,12,36,0.4,0.476,1.0,6.0,1.7,1.2,0.2,0.2,0.0,2025,2026-02-05
28,Ryan Dunn,"Oct 23, '24, PHO @ LAC",22,2,118,2282,312,721,117,373,37,67,159,452,127,85,59,82,260,778,0.433,0.314,0.552,19.3,6.6,3.8,1.1,0.7,0.5,2025,2026-02-05
29,Zach Edey,"Oct 23, '24, MEM @ UTA",22,2,77,1700,313,531,19,57,115,159,275,670,77,43,106,114,219,760,0.589,0.333,0.723,22.1,9.9,8.7,1.0,0.6,1.4,2025,2026-02-05
30,Jesse Edwards,"Mar 2, '25, MIN @ PHO",24,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,2.5,0.0,0.0,0.5,0.0,0.0,2025,2026-02-05
31,Justin Edwards,"Nov 24, '24, PHI vs. LAC",21,2,81,1679,233,534,104,294,49,65,63,203,110,68,24,71,153,619,0.436,0.354,0.754,20.7,7.6,2.5,1.4,0.8,0.3,2025,2026-02-05
32,Tyson Etienne,"Mar 28, '25, BRK vs. LAC",25,2,15,185,21,67,17,57,8,10,3,9,13,3,1,9,22,67,0.313,0.298,0.8,12.3,4.5,0.6,0.9,0.2,0.1,2025,2026-02-05
33,Kyle Filipowski,"Oct 25, '24, UTA vs. GSW",21,2,122,2637,439,889,119,346,168,251,195,762,245,86,44,169,314,1165,0.494,0.344,0.669,21.6,9.5,6.2,2.0,0.7,0.4,2025,2026-02-05
34,Trentyn Flowers,"Dec 4, '24, LAC vs. MIN",19,2,8,33,6,14,0,3,3,3,2,5,1,0,0,2,5,15,0.429,0.0,1.0,4.1,1.9,0.6,0.1,0.0,0.0,2025,2026-02-05
35,Enrique Freeman,"Oct 23, '24, IND @ DET",24,1,22,181,16,37,1,10,13,19,11,30,9,3,3,6,21,46,0.432,0.1,0.684,8.2,2.1,1.4,0.4,0.1,0.1,2025,2026-02-05
36,Johnny Furphy,"Oct 25, '24, IND @ NYK",20,2,83,975,102,234,38,119,35,57,53,214,54,37,18,40,101,277,0.436,0.319,0.614,11.7,3.3,2.6,0.7,0.4,0.2,2025,2026-02-05
37,Kyshawn George,"Oct 24, '24, WAS vs. BOS",21,2,108,3037,425,1045,199,580,153,199,87,509,367,113,87,211,358,1202,0.407,0.343,0.769,28.1,11.1,4.7,3.4,1.0,0.8,2025,2026-02-05
38,Jazian Gortman,"Oct 26, '24, DAL @ PHO",21,1,16,57,9,23,4,11,2,4,1,5,6,2,1,5,9,24,0.391,0.364,0.5,3.6,1.5,0.3,0.4,0.1,0.1,2025,2026-02-05
39,PJ Hall,"Nov 17, '24, DEN @ MEM",22,2,34,220,40,68,5,13,17,24,29,74,11,1,13,13,27,102,0.588,0.385,0.708,6.5,3.0,2.2,0.3,0.0,0.4,2025,2026-02-05
40,Elijah Harkless,"Jan 11, '25, UTA @ PHO",24,2,17,204,15,46,9,32,10,15,11,27,13,14,1,6,28,49,0.326,0.281,0.667,12.0,2.9,1.6,0.8,0.8,0.1,2025,2026-02-05
41,Ron Holland,"Oct 23, '24, DET vs. IND",19,2,128,2236,337,754,66,277,164,213,88,415,147,113,34,137,248,904,0.447,0.238,0.77,17.5,7.1,3.2,1.1,0.9,0.3,2025,2026-02-05
42,Ariel Hukporti,"Oct 22, '24, NYK @ BOS",22,2,59,518,45,73,1,3,22,36,49,150,29,6,35,40,79,113,0.616,0.333,0.611,8.8,1.9,2.5,0.5,0.1,0.6,2025,2026-02-05
43,Oso Ighodaro,"Oct 23, '24, PHO @ LAC",22,2,112,2065,235,385,0,3,63,119,140,450,162,76,59,104,234,533,0.61,0.0,0.529,18.4,4.8,4.0,1.4,0.7,0.5,2025,2026-02-05
44,Harrison Ingram,"Nov 6, '24, SAS @ HOU",22,2,9,48,5,8,1,2,0,0,5,12,3,3,0,1,4,11,0.625,0.5,,5.3,1.2,1.3,0.3,0.3,0.0,2025,2026-02-05
45,Bronny James,"Oct 22, '24, LAL vs. MIN",20,2,54,365,40,116,18,56,15,19,8,30,51,20,4,25,26,113,0.345,0.321,0.789,6.8,2.1,0.6,0.9,0.4,0.1,2025,2026-02-05
46,Daniss Jenkins,"Oct 25, '24, DET @ CLE",23,2,48,712,118,283,41,111,55,71,22,75,138,38,7,55,59,332,0.417,0.369,0.775,14.8,6.9,1.6,2.9,0.8,0.1,2025,2026-02-05
47,AJ Johnson,"Oct 23, '24, MIL @ PHI",20,2,54,853,109,296,31,115,41,49,16,90,98,19,3,53,65,290,0.368,0.27,0.837,15.8,5.4,1.7,1.8,0.4,0.1,2025,2026-02-05
48,Keshad Johnson,"Dec 2, '24, MIA @ BOS",23,2,37,257,41,83,10,30,17,26,21,67,6,10,8,13,27,109,0.494,0.333,0.654,6.9,2.9,1.8,0.2,0.3,0.2,2025,2026-02-05
49,Dillon Jones,"Oct 24, '24, OKC @ DEN",23,2,57,566,52,136,17,65,17,28,31,124,59,17,4,28,56,138,0.382,0.262,0.607,9.9,2.4,2.2,1.0,0.3,0.1,2025,2026-02-05
50,Isaac Jones,"Oct 28, '24, SAC vs. POR",24,2,44,322,56,87,3,10,24,38,24,59,13,5,10,16,34,139,0.644,0.3,0.632,7.3,3.2,1.3,0.3,0.1,0.2,2025,2026-02-05
51,Spencer Jones,"Nov 2, '24, DEN vs. UTA",23,2,65,1199,110,227,49,131,31,48,58,157,43,46,24,31,145,300,0.485,0.374,0.646,18.4,4.6,2.4,0.7,0.7,0.4,2025,2026-02-05
52,Yuki Kawamura,"Oct 25, '24, MEM @ HOU",23,2,25,157,15,43,10,34,13,15,2,26,34,6,0,6,12,53,0.349,0.294,0.867,6.3,2.1,1.0,1.4,0.2,0.0,2025,2026-02-05
53,Kylor Kelley,"Jan 27, '25, DAL vs. WAS",27,1,11,126,14,22,0,0,6,10,12,39,5,1,3,4,15,34,0.636,,0.6,11.5,3.1,3.5,0.5,0.1,0.3,2025,2026-02-05
54,Bobi Klintman,"Jan 8, '25, DET @ BRK",21,2,16,102,13,32,5,16,1,5,6,24,11,4,1,6,18,32,0.406,0.313,0.2,6.4,2.0,1.5,0.7,0.3,0.1,2025,2026-02-05
55,Dalton Knecht,"Oct 22, '24, LAL vs. MIN",23,2,118,1963,328,718,158,436,77,102,48,274,80,33,17,54,131,891,0.457,0.362,0.755,16.6,7.6,2.3,0.7,0.3,0.1,2025,2026-02-05
56,Tyler Kolek,"Oct 22, '24, NYK @ BOS",23,2,84,887,115,289,46,137,24,33,21,110,201,30,7,64,87,300,0.398,0.336,0.727,10.6,3.6,1.3,2.4,0.4,0.1,2025,2026-02-05
57,Pelle Larsson,"Oct 23, '24, MIA vs. ORL",23,2,99,1848,254,536,74,221,130,177,64,237,210,61,17,72,172,712,0.474,0.335,0.734,18.7,7.2,2.4,2.1,0.6,0.2,2025,2026-02-05
58,Malevy Leons,"Nov 1, '24, OKC @ POR",25,2,11,42,2,8,0,3,4,6,3,12,2,1,1,3,5,8,0.25,0.0,0.667,3.8,0.7,1.1,0.2,0.1,0.1,2025,2026-02-05
59,Jaylen Martin,"Oct 27, '24, BRK vs. MIL",21,1,16,239,31,74,7,23,9,10,11,44,17,9,0,12,14,78,0.419,0.304,0.9,14.9,4.9,2.8,1.1,0.6,0.0,2025,2026-02-05
60,Karlo MatkoviÄ,"Oct 23, '24, NOP vs. CHI",23,2,81,1292,215,367,40,112,42,59,96,331,74,37,71,63,168,512,0.586,0.357,0.712,16.0,6.3,4.1,0.9,0.5,0.9,2025,2026-02-05
61,Jared McCain,"Oct 23, '24, PHI vs. MIL",20,2,60,1212,215,505,96,252,71,81,19,131,122,37,2,67,80,597,0.426,0.381,0.877,20.2,10.0,2.2,2.0,0.6,0.0,2025,2026-02-05
62,Kevin McCullar Jr.,"Mar 25, '25, NYK vs. DAL",23,2,16,116,12,30,6,15,4,7,8,28,17,5,1,8,20,34,0.4,0.4,0.571,7.3,2.1,1.8,1.1,0.3,0.1,2025,2026-02-05
63,Jack McVeigh,"Nov 6, '24, HOU vs. SAS",28,1,9,43,5,17,4,13,0,0,2,5,1,0,2,2,3,14,0.294,0.308,,4.8,1.6,0.6,0.1,0.0,0.2,2025,2026-02-05
64,Emanuel Miller,"Mar 4, '25, CHI vs. CLE",24,2,11,58,10,21,2,7,3,4,5,11,6,3,0,0,5,25,0.476,0.286,0.75,5.3,2.3,1.0,0.5,0.3,0.0,2025,2026-02-05
65,Riley Minix,"Nov 6, '24, SAS @ HOU",24,2,4,15,4,7,1,4,0,0,1,4,1,1,0,0,1,9,0.571,0.25,,3.8,2.3,1.0,0.3,0.3,0.0,2025,2026-02-05
66,Yves Missi,"Oct 23, '24, NOP vs. CHI",20,2,117,2795,376,690,0,2,160,263,384,850,153,51,158,116,224,912,0.545,0.0,0.608,23.9,7.8,7.3,1.3,0.4,1.4,2025,2026-02-05
67,Ajay Mitchell,"Oct 24, '24, OKC @ DEN",22,2,79,1726,313,640,71,197,143,166,47,217,221,86,18,97,161,840,0.489,0.36,0.861,21.8,10.6,2.7,2.8,1.1,0.2,2025,2026-02-05
68,Jonathan Mogbo,"Oct 23, '24, TOR vs. CLE",23,2,84,1424,170,384,17,70,62,87,121,348,156,58,38,76,149,419,0.443,0.243,0.713,17.0,5.0,4.1,1.9,0.7,0.5,2025,2026-02-05
69,Tristen Newton,"Nov 18, '24, IND @ TOR",23,1,8,16,1,8,0,3,1,1,2,4,2,1,0,2,4,3,0.125,0.0,1.0,2.0,0.4,0.5,0.3,0.1,0.0,2025,2026-02-05
70,Miles Norris,"Mar 6, '25, BOS vs. PHI",24,1,3,35,2,9,2,7,1,2,2,9,0,2,1,0,0,7,0.222,0.286,0.5,11.7,2.3,3.0,0.0,0.7,0.3,2025,2026-02-05
71,Quincy Olivari,"Dec 8, '24, LAL vs. POR",23,1,2,10,1,5,1,5,0,0,0,0,1,0,0,1,0,3,0.2,0.2,,5.0,1.5,0.0,0.5,0.0,0.0,2025,2026-02-05
72,Daeqwon Plowden,"Jan 15, '25, ATL @ CHI",26,2,9,118,18,36,9,25,2,2,7,19,3,0,1,4,11,47,0.5,0.36,1.0,13.1,5.2,2.1,0.3,0.0,0.1,2025,2026-02-05
